age,brand,model,price_usd,sentiment,country,language,verified_purchase,review_length,word_count,source
40,Xiaomi,Poco X6,567.56,Positive,Australia,English,False,78,14,BestBuy
28,OnePlus,OnePlus 12,533.62,Positive,India,Hindi,True,66,11,AliExpress
48,OnePlus,OnePlus 12,619.64,Positive,UAE,English,True,56,10,BestBuy
33,Motorola,Razr 40,284.45,Positive,India,Hindi,True,65,10,AliExpress
29,Apple,iPhone SE,774.06,Neutral,Germany,German,True,64,11,BestBuy
18,Apple,iPhone 14,1238.36,Negative,UK,English,True,56,8,BestBuy
18,Motorola,Edge 50,781.74,Positive,Germany,German,True,60,10,AliExpress
26,Motorola,Edge 50,230.93,Negative,Australia,English,True,60,9,Flipkart
33,Motorola,Moto G Power,201.03,Positive,Brazil,Portuguese,True,68,13,Flipkart
29,Samsung,Galaxy Note 20,440.24,Neutral,India,Hindi,True,61,12,eBay
18,Xiaomi,Mi 13 Pro,649.14,Positive,Germany,German,True,55,10,eBay
34,Xiaomi,Mi 13 Pro,544.67,Positive,UK,English,True,64,12,eBay
20,Xiaomi,Poco X6,290.66,Positive,Australia,English,True,58,10,AliExpress
48,Realme,Realme Narzo 70,548.74,Positive,Brazil,Portuguese,True,66,11,BestBuy
27,Motorola,Edge 50,285.9,Negative,Germany,German,True,57,9,Flipkart
34,Realme,Realme 12 Pro,219.61,Positive,Australia,English,True,72,12,Amazon
22,Motorola,Edge 50,761.39,Neutral,India,Hindi,True,56,11,eBay
22,OnePlus,OnePlus 12,355.56,Negative,Germany,German,True,46,7,AliExpress
47,Apple,iPhone 14,1190.13,Negative,Canada,English,True,55,8,Amazon
32,Apple,iPhone 13,1460.87,Positive,Brazil,Portuguese,False,56,10,Flipkart
38,OnePlus,OnePlus Nord 3,890.24,Positive,UAE,English,False,69,13,BestBuy
27,Motorola,Moto G Power,644.18,Neutral,Australia,English,True,61,12,BestBuy
22,Motorola,Edge 50,537.08,Positive,Brazil,Portuguese,False,78,14,BestBuy
45,Motorola,Moto G Power,629.4,Positive,UK,English,True,58,9,Flipkart
27,Google,Pixel 7a,1059.47,Neutral,UK,English,True,60,9,eBay
18,Samsung,Galaxy S24,896.03,Positive,UAE,English,True,59,8,Amazon
24,Google,Pixel 6,697.44,Neutral,Germany,German,False,60,9,Flipkart
36,Realme,Realme 12 Pro,233.1,Neutral,India,Hindi,True,63,10,BestBuy
25,Xiaomi,Poco X6,692.52,Negative,India,Hindi,True,56,7,eBay
24,Motorola,Razr 40,331.8,Positive,USA,English,True,55,11,eBay
35,Apple,iPhone SE,771.21,Positive,Australia,English,True,65,10,Amazon
18,OnePlus,OnePlus 11R,670.29,Negative,Australia,English,True,61,10,BestBuy
35,Realme,Realme 12 Pro,549.29,Neutral,UK,English,False,65,11,Flipkart
39,OnePlus,OnePlus 11R,861.54,Positive,Brazil,Portuguese,True,70,13,eBay
31,Realme,Realme 12 Pro,237.58,Positive,UK,English,True,71,13,AliExpress
27,Samsung,Galaxy Z Flip,585.57,Neutral,Brazil,Portuguese,True,62,10,eBay
35,Google,Pixel 7a,997.64,Positive,India,Hindi,True,81,14,Amazon
38,Xiaomi,Redmi Note 13,470.46,Neutral,Canada,English,False,72,10,AliExpress
24,Samsung,Galaxy A55,1332.63,Negative,USA,English,True,51,6,Amazon
30,Xiaomi,Poco X6,280.28,Neutral,India,Hindi,True,68,14,Amazon
20,Samsung,Galaxy S24,833.73,Positive,Germany,German,True,69,13,AliExpress
27,Apple,iPhone 14,1156.52,Negative,USA,English,True,67,10,Flipkart
32,Xiaomi,Mi 13 Pro,439.85,Negative,Brazil,Portuguese,False,60,8,AliExpress
18,Google,Pixel 8,1055.65,Positive,Australia,English,True,54,8,BestBuy
35,Apple,iPhone 14,1146.16,Positive,Germany,German,True,71,12,BestBuy
18,Google,Pixel 8,813.26,Positive,UAE,English,True,54,8,AliExpress
18,Xiaomi,Redmi Note 13,369.29,Positive,India,Hindi,True,58,9,Flipkart
37,Apple,iPhone SE,1246.76,Neutral,Brazil,Portuguese,True,65,10,Flipkart
18,Realme,Realme Narzo 70,356.36,Positive,UAE,English,False,68,13,AliExpress
28,Realme,Realme 12 Pro,423.27,Positive,UK,English,True,58,9,BestBuy
38,OnePlus,OnePlus Nord 3,439.19,Positive,India,Hindi,True,55,11,AliExpress
32,Apple,iPhone SE,1288.84,Positive,Canada,English,True,55,10,Flipkart
35,Apple,iPhone 13,1149.02,Positive,UAE,English,True,55,10,Amazon
18,Apple,iPhone SE,1498.62,Positive,Germany,German,True,60,10,AliExpress
18,Motorola,Moto G Power,430.91,Neutral,India,Hindi,True,62,10,AliExpress
32,Samsung,Galaxy A55,442.35,Neutral,India,Hindi,True,65,10,Flipkart
19,Realme,Realme Narzo 70,347.42,Neutral,Australia,English,True,56,11,BestBuy
18,Samsung,Galaxy S24,585.58,Positive,Australia,English,True,54,8,eBay
26,Motorola,Edge 50,663.88,Positive,Brazil,Portuguese,True,54,8,eBay
30,Apple,iPhone 15 Pro,1395.08,Positive,UK,English,True,60,10,BestBuy
18,Samsung,Galaxy Z Flip,1143.86,Positive,Canada,English,True,57,10,Flipkart
18,Apple,iPhone 14,1456.13,Negative,Germany,German,False,55,8,eBay
26,Xiaomi,Redmi Note 13,322.47,Positive,Australia,English,True,61,10,AliExpress
31,Samsung,Galaxy A55,426.69,Positive,USA,English,False,77,14,Flipkart
43,Google,Pixel 7a,996.31,Neutral,UAE,English,True,61,12,Flipkart
32,Samsung,Galaxy Note 20,1258.01,Positive,Brazil,Portuguese,False,56,10,AliExpress
18,Samsung,Galaxy S24,1080.55,Positive,Brazil,Portuguese,False,74,12,AliExpress
34,Apple,iPhone 15 Pro,856.78,Neutral,Brazil,Portuguese,False,65,10,eBay
30,Xiaomi,Redmi Note 13,258.84,Positive,USA,English,True,58,10,eBay
18,Samsung,Galaxy A55,648.55,Positive,Australia,English,True,56,9,Amazon
30,Apple,iPhone 15 Pro,1128.41,Negative,Germany,German,False,57,9,AliExpress
25,Apple,iPhone 15 Pro,738.17,Positive,UAE,English,True,71,12,BestBuy
36,Realme,Realme Narzo 70,597.48,Positive,India,Hindi,False,69,13,BestBuy
32,Google,Pixel 8,618.01,Neutral,Germany,German,True,63,10,AliExpress
28,Google,Pixel 6,609.56,Neutral,Canada,English,False,62,10,Amazon
18,Google,Pixel 6,1078.26,Negative,Australia,English,True,50,6,eBay
29,Google,Pixel 8,875.3,Positive,Australia,English,True,47,9,Amazon
22,Google,Pixel 6,507.45,Positive,Canada,English,True,72,12,Amazon
32,Realme,Realme Narzo 70,573.65,Neutral,Canada,English,True,70,12,BestBuy
41,Google,Pixel 6,502.03,Neutral,Brazil,Portuguese,True,61,12,BestBuy
28,Xiaomi,Mi 13 Pro,643.57,Positive,USA,English,True,65,11,BestBuy
34,Motorola,Razr 40,733.33,Positive,USA,English,True,60,10,eBay
38,Samsung,Galaxy Note 20,552.89,Negative,USA,English,True,60,9,Flipkart
18,Xiaomi,Redmi Note 13,576.47,Positive,Canada,English,True,58,10,AliExpress
45,Samsung,Galaxy Z Flip,1015.05,Negative,Australia,English,True,56,9,Amazon
21,OnePlus,OnePlus 12,654.08,Positive,USA,English,False,71,13,AliExpress
38,Realme,Realme Narzo 70,523.34,Positive,Brazil,Portuguese,True,66,11,BestBuy
46,Xiaomi,Poco X6,454.29,Positive,UAE,English,True,65,11,BestBuy
42,Samsung,Galaxy Note 20,952.71,Positive,Canada,English,False,65,11,Amazon
35,Samsung,Galaxy Note 20,692.01,Neutral,Germany,German,True,60,9,Flipkart
31,Realme,Realme Narzo 70,595.68,Positive,UK,English,True,62,11,Amazon
18,Apple,iPhone SE,910.81,Negative,UK,English,True,67,13,Flipkart
23,Google,Pixel 6,985.23,Positive,India,Hindi,True,57,10,eBay
18,Google,Pixel 8,808.99,Positive,Germany,German,True,63,11,eBay
20,Motorola,Edge 50,373.31,Positive,UAE,English,True,47,9,AliExpress
18,Google,Pixel 7a,1005.78,Neutral,Germany,German,False,67,8,AliExpress
26,Realme,Realme 12 Pro,293.4,Positive,UAE,English,True,50,8,Amazon
29,Samsung,Galaxy S24,828.35,Positive,Germany,German,True,80,14,Flipkart
22,Xiaomi,Mi 13 Pro,213.01,Positive,USA,English,True,50,8,Flipkart
35,Google,Pixel 6,793.94,Positive,Canada,English,True,56,9,AliExpress
37,Motorola,Moto G Power,692.02,Positive,USA,English,True,64,12,BestBuy
53,Google,Pixel 6,1011.41,Neutral,India,Hindi,True,73,12,eBay
43,OnePlus,OnePlus Nord 3,732.89,Positive,Australia,English,True,81,14,BestBuy
18,Xiaomi,Poco X6,328.54,Neutral,USA,English,False,68,14,eBay
42,Motorola,Moto G Power,257.4,Positive,Germany,German,True,71,12,eBay
30,Samsung,Galaxy S24,507.01,Positive,UK,English,True,61,10,AliExpress
32,OnePlus,OnePlus 12,945.94,Neutral,Brazil,Portuguese,True,57,9,BestBuy
44,Xiaomi,Redmi Note 13,370.77,Negative,UAE,English,True,56,8,eBay
35,OnePlus,OnePlus 11R,429.45,Positive,UAE,English,False,81,14,BestBuy
43,Xiaomi,Poco X6,556.48,Negative,UAE,English,True,53,9,Flipkart
38,OnePlus,OnePlus Nord 3,432.98,Negative,UAE,English,True,60,12,eBay
37,Realme,Realme 12 Pro,199.1,Neutral,India,Hindi,True,64,8,Amazon
30,Google,Pixel 6,796.75,Positive,Australia,English,True,65,11,BestBuy
30,Realme,Realme Narzo 70,561.21,Positive,USA,English,False,50,8,Flipkart
27,Google,Pixel 8,738.61,Neutral,UK,English,False,73,12,Flipkart
22,OnePlus,OnePlus 12,957.07,Positive,India,Hindi,True,66,10,BestBuy
25,Apple,iPhone SE,1403.46,Positive,Germany,German,True,58,10,Flipkart
26,Motorola,Edge 50,422.55,Positive,UK,English,False,65,12,BestBuy
33,OnePlus,OnePlus 11R,567.53,Positive,Australia,English,False,70,13,Amazon
37,Samsung,Galaxy Note 20,781.18,Neutral,Australia,English,True,67,8,Flipkart
32,Apple,iPhone 13,1484.0,Positive,UK,English,False,55,11,AliExpress
18,Google,Pixel 6,930.31,Neutral,USA,English,False,63,10,Amazon
49,Motorola,Edge 50,792.39,Neutral,India,Hindi,True,67,8,BestBuy
26,Samsung,Galaxy Z Flip,1275.7,Positive,Australia,English,True,72,12,Amazon
36,Samsung,Galaxy A55,1263.19,Positive,UK,English,True,61,10,Flipkart
23,Apple,iPhone 15 Pro,990.09,Positive,USA,English,True,63,11,eBay
36,Apple,iPhone 13,1145.36,Positive,USA,English,True,74,12,BestBuy
24,Apple,iPhone 14,1382.19,Neutral,Germany,German,True,75,14,AliExpress
18,Samsung,Galaxy A55,634.06,Negative,UK,English,True,60,8,BestBuy
21,Google,Pixel 7a,1058.15,Negative,Australia,English,True,56,8,Amazon
38,Apple,iPhone 14,1328.24,Neutral,Canada,English,True,70,12,AliExpress
18,Apple,iPhone 14,753.75,Positive,Canada,English,True,64,12,AliExpress
18,Samsung,Galaxy Z Flip,975.37,Positive,USA,English,False,72,12,eBay
31,Samsung,Galaxy A55,1331.92,Neutral,Brazil,Portuguese,True,64,8,Amazon
19,Google,Pixel 8,1061.87,Positive,UAE,English,True,57,10,Amazon
39,Apple,iPhone SE,736.58,Negative,UAE,English,True,61,10,AliExpress
45,Realme,Realme Narzo 70,407.88,Positive,UAE,English,True,60,10,eBay
47,Samsung,Galaxy S24,1396.24,Neutral,UAE,English,True,66,13,eBay
34,Realme,Realme 12 Pro,269.02,Positive,Brazil,Portuguese,True,58,9,eBay
24,Xiaomi,Poco X6,208.65,Positive,USA,English,True,65,10,Flipkart
48,OnePlus,OnePlus 12,447.08,Positive,Brazil,Portuguese,False,60,12,eBay
37,OnePlus,OnePlus 11R,354.22,Neutral,Germany,German,True,63,10,AliExpress
22,Xiaomi,Mi 13 Pro,565.89,Neutral,Germany,German,True,66,9,BestBuy
30,Xiaomi,Mi 13 Pro,240.02,Neutral,Canada,English,True,59,10,Amazon
25,Motorola,Edge 50,434.17,Neutral,UAE,English,True,75,14,BestBuy
18,Samsung,Galaxy Note 20,601.94,Positive,USA,English,True,69,13,Flipkart
26,OnePlus,OnePlus 11R,551.06,Neutral,UAE,English,True,65,10,BestBuy
29,Motorola,Razr 40,343.21,Positive,India,Hindi,False,80,14,Amazon
18,Xiaomi,Mi 13 Pro,557.36,Positive,Australia,English,True,77,14,Amazon
21,Samsung,Galaxy Note 20,794.85,Positive,UK,English,True,64,11,eBay
21,Xiaomi,Redmi Note 13,694.26,Neutral,UAE,English,True,70,12,eBay
37,Xiaomi,Poco X6,440.75,Positive,UK,English,True,58,10,eBay
29,Google,Pixel 7a,723.45,Neutral,Australia,English,True,68,11,AliExpress
27,Apple,iPhone 13,832.53,Positive,Australia,English,True,50,8,BestBuy
28,Xiaomi,Redmi Note 13,307.45,Positive,Brazil,Portuguese,True,57,10,Amazon
47,Realme,Realme 12 Pro,510.59,Negative,Canada,English,True,54,12,Amazon
44,Motorola,Moto G Power,596.95,Neutral,USA,English,True,66,13,BestBuy
19,Apple,iPhone 15 Pro,1092.84,Positive,Brazil,Portuguese,True,65,11,eBay
39,Google,Pixel 8,957.9,Neutral,Australia,English,True,61,12,AliExpress
34,Apple,iPhone 15 Pro,784.51,Negative,USA,English,True,54,12,BestBuy
18,Samsung,Galaxy Note 20,670.89,Positive,Australia,English,True,68,13,Amazon
23,Motorola,Razr 40,584.82,Neutral,Canada,English,True,68,11,AliExpress
19,Xiaomi,Redmi Note 13,223.81,Neutral,USA,English,True,62,11,BestBuy
34,Apple,iPhone 15 Pro,1093.44,Neutral,Brazil,Portuguese,True,70,12,BestBuy
18,Google,Pixel 7a,709.1,Negative,Brazil,Portuguese,True,55,9,eBay
27,OnePlus,OnePlus 11R,561.68,Positive,UAE,English,False,55,11,AliExpress
36,Motorola,Edge 50,404.97,Positive,UAE,English,True,60,10,AliExpress
41,Motorola,Razr 40,669.24,Positive,Brazil,Portuguese,True,59,9,BestBuy
21,Xiaomi,Redmi Note 13,446.63,Negative,Canada,English,False,56,11,eBay
40,OnePlus,OnePlus 12,381.03,Neutral,Canada,English,False,63,10,Flipkart
31,OnePlus,OnePlus 11R,690.84,Negative,Canada,English,True,55,8,Flipkart
30,Apple,iPhone 13,1419.49,Positive,Germany,German,True,64,11,eBay
29,Xiaomi,Poco X6,394.22,Positive,India,Hindi,True,51,9,Amazon
39,OnePlus,OnePlus Nord 3,445.65,Positive,UK,English,True,80,14,Amazon
30,Motorola,Edge 50,207.31,Positive,Australia,English,False,66,11,eBay
20,OnePlus,OnePlus 11R,731.78,Positive,USA,English,True,68,13,AliExpress
35,Realme,Realme 12 Pro,446.04,Neutral,Germany,German,True,60,9,Amazon
24,Motorola,Moto G Power,696.21,Positive,Australia,English,False,65,11,Flipkart
22,Xiaomi,Redmi Note 13,626.52,Positive,UK,English,True,60,12,BestBuy
42,Xiaomi,Mi 13 Pro,505.68,Positive,Germany,German,True,59,9,BestBuy
29,Realme,Realme 12 Pro,580.16,Neutral,Australia,English,True,72,10,Flipkart
42,OnePlus,OnePlus 12,523.77,Positive,Australia,English,False,65,11,Amazon
33,Realme,Realme 12 Pro,381.25,Positive,India,Hindi,True,61,10,BestBuy
23,Realme,Realme Narzo 70,492.43,Positive,USA,English,False,55,11,eBay
35,Apple,iPhone 15 Pro,706.03,Positive,Germany,German,False,59,8,Flipkart
19,OnePlus,OnePlus 12,927.9,Positive,UK,English,False,65,11,eBay
33,Motorola,Edge 50,673.59,Positive,Germany,German,True,69,13,eBay
43,Motorola,Moto G Power,786.39,Neutral,Brazil,Portuguese,True,57,9,AliExpress
21,Apple,iPhone SE,1158.2,Positive,Brazil,Portuguese,True,66,11,Amazon
30,Motorola,Edge 50,687.47,Neutral,UK,English,True,65,10,eBay
33,Samsung,Galaxy Note 20,543.38,Positive,Australia,English,True,59,9,Flipkart
37,Google,Pixel 6,1077.36,Positive,UK,English,True,65,11,BestBuy
22,Xiaomi,Mi 13 Pro,651.06,Neutral,UK,English,True,61,12,BestBuy
32,Motorola,Moto G Power,680.25,Positive,Canada,English,True,69,13,eBay
30,Xiaomi,Poco X6,317.08,Positive,Canada,English,False,74,12,AliExpress
37,Realme,Realme 12 Pro,557.27,Negative,USA,English,True,67,10,Flipkart
35,Apple,iPhone 15 Pro,877.85,Positive,Brazil,Portuguese,True,66,11,BestBuy
46,Samsung,Galaxy S24,1190.51,Neutral,India,Hindi,True,72,10,eBay
20,Motorola,Razr 40,573.24,Positive,UAE,English,True,60,12,Flipkart
37,Motorola,Moto G Power,549.73,Neutral,Germany,German,True,67,8,Flipkart
33,Google,Pixel 8,803.49,Neutral,Germany,German,True,70,12,Flipkart
37,Apple,iPhone SE,1475.52,Negative,Germany,German,False,55,10,BestBuy
18,Google,Pixel 6,795.45,Negative,UAE,English,True,59,9,BestBuy
18,Realme,Realme Narzo 70,273.08,Positive,Canada,English,True,77,14,BestBuy
22,Apple,iPhone 14,1302.55,Positive,India,Hindi,False,81,14,eBay
30,OnePlus,OnePlus 11R,748.73,Positive,India,Hindi,True,81,14,eBay
39,OnePlus,OnePlus Nord 3,521.26,Positive,Australia,English,True,65,10,BestBuy
22,Samsung,Galaxy Z Flip,668.0,Positive,Australia,English,True,55,10,AliExpress
25,Xiaomi,Redmi Note 13,540.85,Positive,Germany,German,True,70,13,Flipkart
33,Xiaomi,Mi 13 Pro,589.68,Positive,Australia,English,False,78,14,BestBuy
18,Google,Pixel 7a,958.05,Neutral,Australia,English,True,56,11,eBay
38,Motorola,Edge 50,338.03,Positive,UAE,English,True,71,13,Flipkart
33,Samsung,Galaxy S24,426.34,Negative,UAE,English,True,46,7,eBay
18,Apple,iPhone 15 Pro,883.79,Positive,India,Hindi,False,65,11,AliExpress
29,Xiaomi,Mi 13 Pro,314.99,Neutral,UAE,English,False,62,10,Amazon
27,OnePlus,OnePlus 12,572.65,Positive,Canada,English,False,56,9,AliExpress
31,Motorola,Moto G Power,753.13,Positive,Canada,English,True,59,9,AliExpress
30,Samsung,Galaxy Z Flip,1009.56,Neutral,USA,English,True,70,12,BestBuy
41,Apple,iPhone SE,1148.96,Neutral,USA,English,True,63,10,Amazon
34,Motorola,Moto G Power,480.91,Negative,UK,English,True,50,6,eBay
33,Xiaomi,Poco X6,253.91,Positive,Germany,German,True,59,9,Amazon
31,Realme,Realme Narzo 70,557.5,Neutral,Australia,English,True,62,11,Amazon
43,Motorola,Razr 40,591.39,Neutral,Germany,German,True,66,13,AliExpress
41,Google,Pixel 7a,569.75,Negative,USA,English,True,55,11,eBay
23,Apple,iPhone 14,736.27,Positive,Canada,English,True,71,12,BestBuy
32,Realme,Realme 12 Pro,435.34,Negative,USA,English,False,47,8,BestBuy
29,Realme,Realme 12 Pro,372.27,Positive,Australia,English,True,70,13,eBay
18,Xiaomi,Mi 13 Pro,559.89,Positive,UAE,English,True,65,10,eBay
40,Motorola,Moto G Power,541.7,Positive,UK,English,True,77,14,AliExpress
30,OnePlus,OnePlus Nord 3,808.67,Positive,Canada,English,True,71,12,AliExpress
32,Apple,iPhone SE,1337.28,Neutral,UAE,English,False,56,11,eBay
23,OnePlus,OnePlus 12,921.99,Positive,UK,English,True,56,9,BestBuy
27,Google,Pixel 8,945.07,Negative,USA,English,True,50,6,eBay
49,Apple,iPhone 15 Pro,1226.47,Positive,Germany,German,True,57,10,AliExpress
21,Apple,iPhone 14,801.3,Positive,UAE,English,False,62,11,Amazon
33,Apple,iPhone 15 Pro,1350.73,Positive,Germany,German,True,56,10,eBay
31,Google,Pixel 7a,712.68,Neutral,Australia,English,True,59,10,AliExpress
27,OnePlus,OnePlus 11R,760.5,Positive,USA,English,True,71,12,Amazon
20,Apple,iPhone 13,866.64,Neutral,UAE,English,True,65,10,AliExpress
48,Realme,Realme Narzo 70,523.29,Positive,Germany,German,True,66,11,eBay
44,Motorola,Moto G Power,482.99,Positive,USA,English,True,62,11,Amazon
46,Motorola,Edge 50,797.94,Neutral,Canada,English,True,75,14,Flipkart
18,Realme,Realme 12 Pro,214.29,Positive,Brazil,Portuguese,True,55,11,eBay
31,Samsung,Galaxy Z Flip,933.51,Positive,Brazil,Portuguese,True,74,12,Flipkart
29,Realme,Realme Narzo 70,339.93,Negative,UAE,English,False,66,10,AliExpress
18,Samsung,Galaxy A55,418.56,Neutral,Germany,German,True,69,10,Amazon
34,Apple,iPhone 15 Pro,739.13,Positive,Brazil,Portuguese,True,65,11,eBay
25,Xiaomi,Poco X6,403.51,Neutral,UAE,English,True,68,14,Amazon
29,Xiaomi,Poco X6,680.62,Positive,Australia,English,True,58,10,eBay
47,Xiaomi,Redmi Note 13,520.61,Positive,UAE,English,True,66,11,eBay
47,Apple,iPhone 13,1381.15,Neutral,Germany,German,True,70,12,Flipkart
18,Google,Pixel 8,930.03,Negative,Australia,English,True,57,9,BestBuy
39,Realme,Realme Narzo 70,206.06,Positive,Brazil,Portuguese,True,56,10,Flipkart
31,Google,Pixel 8,942.22,Neutral,Germany,German,True,62,10,Flipkart
18,Samsung,Galaxy A55,1067.4,Negative,UAE,English,False,61,10,eBay
28,OnePlus,OnePlus 12,899.88,Neutral,Canada,English,False,65,11,BestBuy
19,OnePlus,OnePlus Nord 3,422.18,Negative,UK,English,False,55,8,BestBuy
18,Xiaomi,Redmi Note 13,238.22,Neutral,Canada,English,True,62,10,BestBuy
28,OnePlus,OnePlus Nord 3,687.89,Positive,India,Hindi,False,65,12,AliExpress
30,Google,Pixel 6,759.16,Positive,USA,English,True,80,14,Amazon
40,Apple,iPhone 14,998.89,Neutral,India,Hindi,True,65,11,Amazon
41,Motorola,Edge 50,459.3,Neutral,Australia,English,True,64,11,eBay
27,Motorola,Razr 40,375.69,Neutral,UAE,English,True,57,9,BestBuy
26,Motorola,Edge 50,222.79,Positive,USA,English,False,60,10,Amazon
33,Samsung,Galaxy Z Flip,720.59,Neutral,Australia,English,True,66,13,BestBuy
18,OnePlus,OnePlus 11R,414.54,Neutral,Brazil,Portuguese,True,71,14,Flipkart
23,Motorola,Razr 40,554.01,Neutral,Brazil,Portuguese,False,63,13,eBay
18,Xiaomi,Mi 13 Pro,210.33,Positive,Australia,English,True,80,14,Amazon
18,Realme,Realme 12 Pro,501.66,Positive,USA,English,True,57,10,Flipkart
42,Xiaomi,Redmi Note 13,514.56,Neutral,Brazil,Portuguese,False,80,15,Flipkart
18,Google,Pixel 8,1084.56,Negative,Germany,German,False,56,9,AliExpress
28,Motorola,Moto G Power,581.68,Positive,Australia,English,False,50,8,AliExpress
25,Google,Pixel 8,1099.37,Neutral,Brazil,Portuguese,True,65,10,AliExpress
45,Google,Pixel 6,562.55,Neutral,UAE,English,True,71,14,Flipkart
30,OnePlus,OnePlus 12,654.32,Negative,India,Hindi,True,55,9,Flipkart
30,Google,Pixel 6,876.65,Positive,Germany,German,True,54,8,BestBuy
18,Google,Pixel 7a,630.81,Negative,UK,English,False,50,6,AliExpress
18,Google,Pixel 7a,568.84,Neutral,Canada,English,True,66,13,AliExpress
30,Apple,iPhone 14,1364.81,Neutral,Australia,English,True,66,13,Amazon
18,Apple,iPhone 14,999.96,Positive,UAE,English,True,59,8,Flipkart
24,Motorola,Razr 40,535.4,Neutral,Canada,English,True,73,12,AliExpress
31,Realme,Realme 12 Pro,337.08,Negative,Brazil,Portuguese,True,55,6,AliExpress
33,Google,Pixel 8,864.63,Neutral,Australia,English,True,60,9,eBay
30,Motorola,Moto G Power,505.01,Neutral,USA,English,True,57,9,Flipkart
39,Xiaomi,Redmi Note 13,405.39,Positive,UAE,English,True,70,13,eBay
32,Google,Pixel 6,1073.29,Positive,Brazil,Portuguese,True,65,10,eBay
29,Realme,Realme Narzo 70,487.08,Neutral,Brazil,Portuguese,True,59,10,eBay
51,Realme,Realme Narzo 70,550.42,Negative,UK,English,True,54,6,eBay
33,Xiaomi,Redmi Note 13,386.87,Positive,UK,English,False,65,12,Amazon
28,Google,Pixel 7a,921.27,Neutral,USA,English,True,64,8,Amazon
25,Google,Pixel 8,901.11,Neutral,USA,English,False,73,12,BestBuy
18,OnePlus,OnePlus Nord 3,357.51,Neutral,India,Hindi,True,59,10,eBay
18,Apple,iPhone SE,1438.34,Positive,Germany,German,False,51,9,eBay
27,Apple,iPhone 14,1467.64,Neutral,Australia,English,True,57,9,AliExpress
18,OnePlus,OnePlus 11R,597.93,Negative,UAE,English,True,62,9,AliExpress
31,Samsung,Galaxy A55,1239.17,Neutral,UAE,English,True,65,10,BestBuy
40,Apple,iPhone 15 Pro,1472.81,Negative,Brazil,Portuguese,True,55,10,Amazon
18,Realme,Realme Narzo 70,225.55,Neutral,Germany,German,True,57,9,AliExpress
39,Realme,Realme Narzo 70,288.93,Neutral,USA,English,True,65,11,AliExpress
25,Google,Pixel 6,994.9,Neutral,India,Hindi,True,67,12,eBay
30,Google,Pixel 8,666.34,Negative,USA,English,False,55,6,BestBuy
25,Motorola,Edge 50,532.09,Positive,Canada,English,True,65,11,AliExpress
36,Google,Pixel 7a,687.31,Neutral,Brazil,Portuguese,True,62,11,Amazon
33,OnePlus,OnePlus Nord 3,833.18,Negative,UK,English,False,54,8,BestBuy
34,Xiaomi,Mi 13 Pro,326.67,Negative,USA,English,True,59,9,BestBuy
28,Samsung,Galaxy A55,624.13,Positive,Germany,German,True,60,12,eBay
49,Realme,Realme 12 Pro,346.96,Negative,India,Hindi,True,56,11,Amazon
24,OnePlus,OnePlus Nord 3,440.32,Positive,USA,English,True,47,9,BestBuy
47,OnePlus,OnePlus Nord 3,575.42,Neutral,USA,English,True,75,14,AliExpress
28,Google,Pixel 8,683.66,Positive,UAE,English,False,64,12,BestBuy
30,Apple,iPhone SE,1051.07,Negative,UAE,English,True,56,7,Amazon
25,Xiaomi,Poco X6,697.35,Positive,Canada,English,True,81,14,AliExpress
28,Realme,Realme 12 Pro,367.95,Neutral,Canada,English,True,70,12,BestBuy
27,Google,Pixel 7a,1037.6,Neutral,UAE,English,True,62,10,Flipkart
18,OnePlus,OnePlus 11R,617.75,Positive,UK,English,False,60,10,AliExpress
20,Xiaomi,Redmi Note 13,632.69,Negative,India,Hindi,True,67,13,Flipkart
42,Apple,iPhone 14,881.97,Positive,UAE,English,False,66,10,eBay
27,OnePlus,OnePlus 11R,595.72,Positive,Canada,English,True,66,11,AliExpress
27,Google,Pixel 8,1058.92,Neutral,Germany,German,True,64,8,Flipkart
18,Realme,Realme Narzo 70,477.44,Positive,Brazil,Portuguese,False,61,10,BestBuy
31,Realme,Realme Narzo 70,587.5,Negative,UAE,English,True,46,7,BestBuy
18,OnePlus,OnePlus 12,472.38,Positive,UAE,English,True,66,11,Flipkart
21,Realme,Realme 12 Pro,501.89,Positive,UAE,English,True,74,12,eBay
18,Google,Pixel 6,893.61,Negative,UAE,English,True,54,8,Amazon
21,Google,Pixel 8,715.94,Positive,UAE,English,False,70,13,eBay
48,Motorola,Razr 40,383.0,Neutral,Australia,English,False,56,11,Amazon
20,Apple,iPhone 15 Pro,915.23,Negative,Australia,English,True,55,10,Amazon
27,Motorola,Moto G Power,681.27,Neutral,Australia,English,False,63,13,BestBuy
24,Motorola,Razr 40,628.92,Positive,Canada,English,False,60,10,Amazon
25,OnePlus,OnePlus Nord 3,702.22,Positive,Canada,English,False,71,13,eBay
30,Apple,iPhone SE,1493.57,Neutral,UAE,English,True,64,11,AliExpress
18,Realme,Realme 12 Pro,416.74,Neutral,USA,English,True,62,11,Flipkart
39,OnePlus,OnePlus 11R,651.11,Positive,Canada,English,True,65,12,Amazon
37,Realme,Realme Narzo 70,346.55,Positive,UAE,English,True,80,14,Amazon
39,Motorola,Moto G Power,498.64,Neutral,Brazil,Portuguese,True,63,10,AliExpress
42,Xiaomi,Mi 13 Pro,647.94,Neutral,Australia,English,False,65,11,Flipkart
